client-service::INVALID_VERIFICATION_CODE,,Please check the code and try again.,Veuillez vérifier le code et réessayer.
client-service::ALREADY_USED_VERIFICATION_CODE,,That code has already been used.,Ce code a déjà été utilisé.
client-service::EXPIRED_VERIFICATION_CODE,,That code is expired.,Ce code a expiré.
client-service::INVALID_MOBILE_NUMBER,,This is not a valid Globe number.,Ce numéro Globe n'est pas valide.
client-service::MOBILE_NUMBER_REQUIRED,,"To verify your mobile phone number with your account, we require your mobile phone number.","Pour vérifier votre numéro de téléphone mobile avec votre compte, nous avons besoin de votre numéro de téléphone mobile."
client-service::KYC_IDENTITY_FAILED,,"We are unable to verify this identity, please make sure it is correct.","Nous ne sommes pas en mesure de vérifier cette identité, veuillez vous assurer qu'elle est correcte."
client-service::TRANSACTION_TOO_SMALL,,Minimum transaction amount is $10.00.,"Le montant minimum de la transaction est de 10,00 $."
client-service::TRANSACTION_TOO_LARGE,,Transfer amount too large.,Le montant du virement est trop élevé.
client-service::GLOBE_WALLET_CAP_LIMIT_EXCEEDED,,"We're sorry, your recipient cannot store any more funds in their Globe GCash Wallet. Please reduce the amount you are attempting to send or select an alternative delivery option.","Nous sommes désolés, mais votre destinataire ne peut plus stocker de fonds supplémentaires dans son portefeuille Globe GCash. Veuillez réduire le montant que vous essayez d'envoyer ou sélectionner une autre option de livraison."
client-service::GLOBE_TARGET_NOTREGISTERED,,"We regret the inconvenience, but sending funds to a Globe GCash wallet requires that the recipient be a registered Globe Telecom subscriber.","Nous regrettons les désagréments occasionnés, mais pour envoyer des fonds à un portefeuille Globe GCash, le destinataire doit avoir souscrit un abonnement à Globe Telecom."
client-service::PAYMENT_PUBLIC_ID_REQUIRED,,Invalid payment method,Mode de paiement non valide
client-service::DUPLICATE_TRANSACTION,,Duplicate transaction submission detected. Please wait a few minutes before submitting a new transaction.,Envoi d'une transaction en double détecté. Veuillez patienter quelques minutes avant de renvoyer une nouvelle transaction.
client-service::PARTNER_ID_REQUIRED,,Please select a delivery option before continuing.,Veuillez sélectionner une option de livraison avant de continuer.
client-service::EMAIL_VALIDATION_DUPLICATE,,This email address is associated with another account.,Cette adresse e-mail est associée à un autre compte.
client-service::RECEIVER_FIRST_NAME_REQUIRED,,Please provide the recipient's first name.,Veuillez indiquer le prénom du destinataire.
client-service::RECEIVER_LAST_NAME_REQUIRED,,Please provide the recipient's last name.,Veuillez indiquer le nom de famille du destinataire.
client-service::RECEIVER_NAME_REQUIRED,,Please enter the full name of the recipient.,Veuillez saisir le nom complet du destinataire.
client-service::PROVINCE_REQUIRED,,Please enter the province in which the recipient lives.,Veuillez saisir la province de résidence du destinataire.
client-service::RECEIVER_NOT_FOUND,,Sorry. We were unable to find that recipient.,Désolé. Nous n'avons pas été en mesure de retrouver ce destinataire.
client-service::FIRST_NAME_REQUIRED,,A first name is required.,Un prénom est requis.
client-service::LAST_NAME_REQUIRED,,A last name is required.,Le nom de famille est requis.
client-service::RECEIVER_PUBLIC_ID_REQUIRED,,Unable to process the transaction at this time. Please try again,Impossible de traiter la transaction pour l'instant. Veuillez réessayer
client-service::CUSTOMER_CONTACT_DELETED,,Your transfer failed to send because your recipient has been deleted. Please add or select a new recipient.,L'envoi de votre virement a échoué parce que le destinataire a été supprimé. Veuillez ajouter ou sélectionner un nouveau destinataire.
client-service::RECEIVER_NATIONAL_ID_REQUIRED,,{nationalIdentifierType} number is required.,Le numéro {nationalIdentifierType} est obligatoire.
client-service::INVALID_RECEIVER_NATIONAL_ID,,{nationalIdentifierType} number should be exactly {digitCount} digits. Please double check the number and try again.,Le numéro {nationalIdentifierType} doit se composer de {digitCount} chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::INVALID_BRANCH_CODE,,{branchCodeType} should be between {count} characters. Please double check the code and try again.,Le {branchCodeType} doit être compris entre {count} caractères. Veuillez vérifier à nouveau le code et réessayer.
client-service::TRANSACTION_NOT_FOUND,,Transaction was not found in the system.,La transaction n'a pas été trouvée dans le système.
client-service::STATE_NOT_SUPPORTED,,Remitly is not currently able to send money on behalf of residents of your state.,Remitly n'est pour l'instant pas en mesure d'envoyer d'argent au nom des résidents de votre État.
client-service::TRANSACTIONS_NOT_ALLOWED,,You cannot do any transactions from this account. Please contact customer support if this is an error.,Vous ne pouvez effectuer aucune transaction à partir de ce compte. Veuillez contacter le service clientèle s'il s'agit d'une erreur.
client-service::INVALID_ADDRESS,,Please enter a valid address.,Veuillez saisir une adresse valide.
client-service::INVALID_CITY,,Please enter a valid city.,Veuillez saisir une ville valide.
client-service::INVALID_PROVINCE,,Please select a valid province.,Veuillez sélectionner une province valide.
client-service::INVALID_COUNTRY,,Please enter a valid country.,Veuillez indiquer un pays valide.
client-service::INVALID_CORRIDOR,,"We're sorry, we do not currently support the countries you have selected.","Nous sommes désolés, mais les pays sélectionnés ne sont pour l'instant pas pris en charge."
client-service::INVALID_IND_PHONE,,Please enter a mobile number in India.,Veuillez entrer un numéro de mobile en Inde.
client-service::INVALID_MX_PHONE,,Please enter a mobile number in Mexico.,Veuillez entrer un numéro de mobile au Mexique.
client-service::INVALID_PHL_PHONE,,Please enter a mobile number in the Philippines.,Veuillez entrer un numéro de mobile aux Philippines.
client-service::INVALID_US_PHONE,,Please enter a mobile number in the US.,Veuillez entrer un numéro de mobile aux États-Unis.
client-service::INVALID_PHONE_NUMBER,,This is not a valid mobile phone number.,Ce numéro de téléphone mobile n'est pas valide.
client-service::LANDLINE_CANT_SMS,,Please enter a mobile number in the Philippines.,Veuillez entrer un numéro de mobile aux Philippines.
client-service::AUTH_EMAIL_REQUIRED,,Please enter a valid email address.,Veuillez indiquer une adresse e-mail valide.
client-service::MOBILE_ALREADY_VERIFIED,,Your mobile phone has already been verified.,Votre téléphone mobile a déjà été vérifié.
client-service::VERIFY_EMAIL_FAILED,,We're sorry your email has failed to verify. Please try again.,"Nous sommes désolés, mais la vérification de votre adresse e-mail a échoué. Veuillez réessayer."
client-service::INVALID_CVV_CODE,,We're sorry but we are unable to verify your credit card information. Please double check your CCV and re-try.,"Nous sommes désolés, mais nous n'avons pas été en mesure de vérifier les informations relatives à votre carte de crédit. Veuillez vérifier à nouveau votre CCV et réessayer."
client-service::ASSOCIATED_WITH_ANOTHER_ACCOUNT,,The number you entered is already associated with another account. Please try a different number or contact customer support if this is incorrect.,Le numéro saisi est déjà associé à un autre compte. Veuillez essayer un numéro différent ou contacter le service clientèle si le problème persiste.
client-service::OOW_FAILED_TO_GENERATE,,We were unable to load security questions. Please upload the required documents to keep your transaction moving.,Nous n'avons pas été en mesure de charger les questions de sécurité. Veuillez charger les documents requis pour que le traitement de votre transaction puisse se poursuivre.
client-service::PAYMENT_PROFILE_NOT_FOUND,,Payment profile was not found in the system.,Le profil de paiement n'a pas été trouvé dans le système.
client-service::PAYMENT_PROFILE_NOT_DELETABLE,,This payment profile cannot be deleted because of a pending transaction.,Ce profil de paiement ne peut pas être supprimé à cause d'une transaction en attente.
client-service::INELIGIBLE_SIGNUP_PROMO,,Oops! It looks like you have already redeemed a new customer promotion.,Oups ! Il semble que vous ayez déjà utilisé une offre réservée aux nouveaux clients.
client-service::INELIGIBLE_SIGNUP_PROMO_REVIEWABLE,,We allow only one new customer promotion per customer. Would you like to send without the promotional offer or have us investigate? Please note that the investigation process will delay your transfer.,Nous n'autorisons qu'une seule offre réservée aux nouveaux clients par client. Souhaitez-vous envoyer l'argent sans l'offre promotionnelle ou que nous effectuions des recherches complémentaires ? Veuillez noter que ces recherches retarderont le virement.
client-service::INELIGIBLE_SIGNUP_PROMO_NONREVIEWABLE,,We allow only one new customer promotion per customer. Would you like to send without the promotional offer?,Nous n'autorisons qu'une seule offre réservée aux nouveaux clients par client. Souhaitez-vous envoyer l'argent sans l'offre promotionnelle ?
client-service::DELIVERY_OPTION_REQUIRED,,Please select a valid delivery option.,Veuillez sélectionner une option de livraison valide.
client-service::ABM_MISMATCH,,This CLABE number doesn't match your selected bank. Please enter a valid CLABE number or select the appropriate bank.,Ce numéro CLABE ne correspond pas à la banque sélectionnée. Veuillez saisir un numéro CLABE valide ou sélectionner la banque appropriée.
client-service::BANK_ACCOUNT_NUMBER_REQUIRED,,Please enter the bank account number,Veuillez saisir le numéro de compte bancaire
client-service::INVALID_BANK_ACCOUNT_NUMBER,,The account number you entered is not correctly formatted. Please check.,Le format du numéro de compte saisi n'est pas correct. Veuillez le vérifier.
client-service::SIX_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 6 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 6 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::EIGHT_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 8 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 8 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::NINE_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 9 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 9 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TWELVE_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 12 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 12 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_OR_TWELVE_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 or 12 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 ou 12 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_OR_THIRTEEN_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 or 13 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 ou 13 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_OR_FOURTEEN_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 or 14 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 ou 14 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_OR_SIXTEEN_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 or 16 digits. Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 ou 16 chiffres exactement. Veuillez vérifier à nouveau le numéro et réessayer.
client-service::TEN_OR_SIX_DIGITS_REQUIRED,,The bank you selected requires an account number of exactly 10 or 6 digits (if cash card). Please double check the number and try again.,La banque sélectionnée exige un numéro de compte de 10 ou 6 chiffres exactement (s'il s'agit d'une carte de paiement). Veuillez vérifier à nouveau le numéro et réessayer.
